cafe_id,name,district,food_type,suitable_for,budget_level,description,url/contact number
245,Kaema Sutra Anuradhapura,Anuradhapura,Sri Lankan,"Couple,Family",Medium,Contemporary Sri Lankan fine dining,94113300003
246,Spice Garden Anuradhapura,Anuradhapura,Sri Lankan,Family,Medium,Traditional Sri Lankan meals in a natural setting,https://spicegardenanu.lk
247,Taj Anuradhapura,Anuradhapura,Indian,"Solo,Couple,Family",Medium,North & South Indian cuisine including curries & biryani,94113300004
248,Mumbai Tandoor Anuradhapura,Anuradhapura,Indian,Couple,High,Fine Indian dining,https://mumbaitandooranuradhapura.lk
249,Royal Curry Anuradhapura,Anuradhapura,Indian,Family,Medium,Classic Indian meals & snacks,94113300005
250,Bombay Bistro Anuradhapura,Anuradhapura,Indian,"Solo,Couple",Medium,Casual Indian dining experience,94113300006
251,Curry Palace Anuradhapura,Anuradhapura,Indian,"Couple,Family",Medium,Popular Indian curries & special dishes,https://currypalaceanu.lk
252,Masala Lounge Anuradhapura,Anuradhapura,Indian,Solo,Medium,Quick Indian snacks & meals,94113300007
253,Dragon Wok Anuradhapura,Anuradhapura,Chinese,"Solo,Couple,Family",Medium,Authentic Chinese food with noodles & dim sum,94113300008
254,Jade Palace Anuradhapura,Anuradhapura,Chinese,Couple,High,Fine dining Chinese cuisine,https://jadepalaceanu.lk
255,Golden Dragon Anuradhapura,Anuradhapura,Chinese,Family,Medium,Chinese family-friendly menu,94113300009
256,Red Lantern Anuradhapura,Anuradhapura,Chinese,"Solo,Couple",Medium,Popular Chinese dishes & fried rice,94113300010
257,China Garden Anuradhapura,Anuradhapura,Chinese,Couple,High,Modern Chinese fusion dishes,94113300011
258,Chopsticks Anuradhapura,Anuradhapura,Chinese,Family,Medium,Affordable family-friendly Chinese food,94113300012
259,Café Aroma Anuradhapura,Anuradhapura,English,"Solo,Couple,Family",Medium,"Coffee, pastries & light English meals",https://cafearomaanu.lk
260,English Tearoom Anuradhapura,Anuradhapura,English,Couple,High,Traditional English tea & sandwiches,94113300013
261,Brew & Bites Anuradhapura,Anuradhapura,English,Solo,Medium,Cozy café with coffee & snacks,94113300014
262,The Commons Anuradhapura,Anuradhapura,English,"Couple,Family",Medium,Specialty coffee & cakes,https://thecommonsanu.lk
263,Library Café Anuradhapura,Anuradhapura,English,"Solo,Couple",Medium,Quiet café with light meals & coffee,94113300015
264,Java Lounge Anuradhapura,Anuradhapura,English,Family,Medium,Family-friendly coffee shop & pastries,94113300016
265,Polonnaruwa Spice Corner,Polonnaruwa,Sri Lankan,"Solo,Couple,Family",Medium,Traditional Sri Lankan meals with local flavors,94113400001
266,Ancient City Curry House,Polonnaruwa,Sri Lankan,"Couple,Family",Medium,Cozy café serving authentic Sri Lankan dishes,https://ancientcitycurry.lk
267,Lighthouse Café Polonnaruwa,Polonnaruwa,Sri Lankan,Family,Medium,Experience village-style Sri Lankan cuisine,94113400002
268,Curry & Coconut Polonnaruwa,Polonnaruwa,Sri Lankan,"Solo,Couple",Medium,Popular for rice & curry and hoppers,https://curryandcoconutpolonnaruwa.lk
269,Kaema Sutra Polonnaruwa,Polonnaruwa,Sri Lankan,"Couple,Family",Medium,Contemporary Sri Lankan fine dining,94113400003
270,Spice Garden Polonnaruwa,Polonnaruwa,Sri Lankan,Family,Medium,Traditional Sri Lankan meals in a natural setting,https://spicegardenpolonnaruwa.lk
271,Taj Polonnaruwa,Polonnaruwa,Indian,"Solo,Couple,Family",Medium,North & South Indian cuisine including curries & biryani,94113400004
272,Mumbai Tandoor Polonnaruwa,Polonnaruwa,Indian,Couple,High,Fine Indian dining,https://mumbaitandoorpolonnaruwa.lk
273,Royal Curry Polonnaruwa,Polonnaruwa,Indian,Family,Medium,Classic Indian meals & snacks,94113400005
274,Bombay Bistro Polonnaruwa,Polonnaruwa,Indian,"Solo,Couple",Medium,Casual Indian dining experience,94113400006
275,Curry Palace Polonnaruwa,Polonnaruwa,Indian,"Couple,Family",Medium,Popular Indian curries & special dishes,https://currypalacepolonnaruwa.lk
276,Masala Lounge Polonnaruwa,Polonnaruwa,Indian,Solo,Medium,Quick Indian snacks & meals,94113400007
277,Dragon Wok Polonnaruwa,Polonnaruwa,Chinese,"Solo,Couple,Family",Medium,Authentic Chinese food with noodles & dim sum,94113400008
278,Jade Palace Polonnaruwa,Polonnaruwa,Chinese,Couple,High,Fine dining Chinese cuisine,https://jadepalacepolonnaruwa.lk
279,Golden Dragon Polonnaruwa,Polonnaruwa,Chinese,Family,Medium,Chinese family-friendly menu,94113400009
280,Red Lantern Polonnaruwa,Polonnaruwa,Chinese,"Solo,Couple",Medium,Popular Chinese dishes & fried rice,94113400010
281,China Garden Polonnaruwa,Polonnaruwa,Chinese,Couple,High,Modern Chinese fusion dishes,94113400011
282,Chopsticks Polonnaruwa,Polonnaruwa,Chinese,Family,Medium,Affordable family-friendly Chinese food,94113400012
283,Café Aroma Polonnaruwa,Polonnaruwa,English,"Solo,Couple,Family",Medium,"Coffee, pastries & light English meals",https://cafearomapolonnaruwa.com
284,English Tearoom Polonnaruwa,Polonnaruwa,English,Couple,High,Traditional English tea & sandwiches,94113400013
285,Brew & Bites Polonnaruwa,Polonnaruwa,English,Solo,Medium,Cozy café with coffee & snacks,94113400014
286,The Commons Polonnaruwa,Polonnaruwa,English,"Couple,Family",Medium,Specialty coffee & cakes,https://thecommonspolonnaruwa.com
287,Library Café Polonnaruwa,Polonnaruwa,English,"Solo,Couple",Medium,Quiet café with light meals & coffee,94113400015
288,Java Lounge Polonnaruwa,Polonnaruwa,English,Family,Medium,Family-friendly coffee shop & pastries,94113400016
289,Kurunegala Spice Corner,Kurunegala,Sri Lankan,"Solo,Couple,Family",Medium,Traditional Sri Lankan meals with local flavors,94113500001
290,Wayamba Curry House,Kurunegala,Sri Lankan,"Couple,Family",Medium,Cozy café serving authentic Sri Lankan dishes,https://wayambacurry.lk
291,Lighthouse Café Kurunegala,Kurunegala,Sri Lankan,Family,Medium,Experience village-style Sri Lankan cuisine,94113500002
292,Curry & Coconut Kurunegala,Kurunegala,Sri Lankan,"Solo,Couple",Medium,Popular for rice & curry and hoppers,https://curryandcoconutkurunegala.lk
293,Kaema Sutra Kurunegala,Kurunegala,Sri Lankan,"Couple,Family",Medium,Contemporary Sri Lankan fine dining,94113500003
294,Spice Garden Kurunegala,Kurunegala,Sri Lankan,Family,Medium,Traditional Sri Lankan meals in a natural setting,https://spicegardenkurunegala.lk
295,Taj Kurunegala,Kurunegala,Indian,"Solo,Couple,Family",Medium,North & South Indian cuisine including curries & biryani,94113500004
296,Mumbai Tandoor Kurunegala,Kurunegala,Indian,Couple,High,Fine Indian dining,https://mumbaitandoorkurunegala.lk
297,Royal Curry Kurunegala,Kurunegala,Indian,Family,Medium,Classic Indian meals & snacks,94113500005
298,Bombay Bistro Kurunegala,Kurunegala,Indian,"Solo,Couple",Medium,Casual Indian dining experience,94113500006
299,Curry Palace Kurunegala,Kurunegala,Indian,"Couple,Family",Medium,Popular Indian curries & special dishes,https://currypalacekurunegala.lk
300,Masala Lounge Kurunegala,Kurunegala,Indian,Solo,Medium,Quick Indian snacks & meals,94113500007
301,Dragon Wok Kurunegala,Kurunegala,Chinese,"Solo,Couple,Family",Medium,Authentic Chinese food with noodles & dim sum,94113500008
302,Jade Palace Kurunegala,Kurunegala,Chinese,Couple,High,Fine dining Chinese cuisine,https://jadepalacekurunegala.lk
303,Golden Dragon Kurunegala,Kurunegala,Chinese,Family,Medium,Chinese family-friendly menu,94113500009
304,Red Lantern Kurunegala,Kurunegala,Chinese,"Solo,Couple",Medium,Popular Chinese dishes & fried rice,94113500010
305,China Garden Kurunegala,Kurunegala,Chinese,Couple,High,Modern Chinese fusion dishes,94113500011
306,Chopsticks Kurunegala,Kurunegala,Chinese,Family,Medium,Affordable family-friendly Chinese food,94113500012
307,Café Aroma Kurunegala,Kurunegala,English,"Solo,Couple,Family",Medium,"Coffee, pastries & light English meals",https://cafearomakurunegala.com
308,English Tearoom Kurunegala,Kurunegala,English,Couple,High,Traditional English tea & sandwiches,94113500013
309,Brew & Bites Kurunegala,Kurunegala,English,Solo,Medium,Cozy café with coffee & snacks,94113500014
310,The Commons Kurunegala,Kurunegala,English,"Couple,Family",Medium,Specialty coffee & cakes,https://thecommonskurunegala.com
311,Library Café Kurunegala,Kurunegala,English,"Solo,Couple",Medium,Quiet café with light meals & coffee,94113500015
312,Java Lounge Kurunegala,Kurunegala,English,Family,Medium,Family-friendly coffee shop & pastries,94113500016
313,Badulla Spice Corner,Badulla,Sri Lankan,"Solo,Couple,Family",Medium,Traditional Sri Lankan meals with local flavors,94113600001
314,Uva Curry House,Badulla,Sri Lankan,"Couple,Family",Medium,Cozy café serving authentic Sri Lankan dishes,https://uvacurry.lk
315,Lighthouse Café Badulla,Badulla,Sri Lankan,Family,Medium,Experience village-style Sri Lankan cuisine,94113600002
316,Curry & Coconut Badulla,Badulla,Sri Lankan,"Solo,Couple",Medium,Popular for rice & curry and hoppers,https://curryandcoconutbadulla.lk
317,Kaema Sutra Badulla,Badulla,Sri Lankan,"Couple,Family",Medium,Contemporary Sri Lankan fine dining,94113600003
318,Spice Garden Badulla,Badulla,Sri Lankan,Family,Medium,Traditional Sri Lankan meals in a natural setting,https://spicegardenbadulla.lk
319,Taj Badulla,Badulla,Indian,"Solo,Couple,Family",Medium,North & South Indian cuisine including curries & biryani,94113600004
320,Mumbai Tandoor Badulla,Badulla,Indian,Couple,High,Fine Indian dining,https://mumbaitandoorbadulla.lk
321,Royal Curry Badulla,Badulla,Indian,Family,Medium,Classic Indian meals & snacks,94113600005
322,Bombay Bistro Badulla,Badulla,Indian,"Solo,Couple",Medium,Casual Indian dining experience,94113600006
323,Curry Palace Badulla,Badulla,Indian,"Couple,Family",Medium,Popular Indian curries & special dishes,https://currypalacebadulla.lk
324,Masala Lounge Badulla,Badulla,Indian,Solo,Medium,Quick Indian snacks & meals,94113600007
325,Dragon Wok Badulla,Badulla,Chinese,"Solo,Couple,Family",Medium,Authentic Chinese food with noodles & dim sum,94113600008
326,Jade Palace Badulla,Badulla,Chinese,Couple,High,Fine dining Chinese cuisine,https://jadepalacebadulla.lk
327,Golden Dragon Badulla,Badulla,Chinese,Family,Medium,Chinese family-friendly menu,94113600009
328,Red Lantern Badulla,Badulla,Chinese,"Solo,Couple",Medium,Popular Chinese dishes & fried rice,94113600010
329,China Garden Badulla,Badulla,Chinese,Couple,High,Modern Chinese fusion dishes,94113600011
330,Chopsticks Badulla,Badulla,Chinese,Family,Medium,Affordable family-friendly Chinese food,94113600012
331,Café Aroma Badulla,Badulla,English,"Solo,Couple,Family",Medium,"Coffee, pastries & light English meals",https://cafearomabadulla.com
332,English Tearoom Badulla,Badulla,English,Couple,High,Traditional English tea & sandwiches,94113600013
333,Brew & Bites Badulla,Badulla,English,Solo,Medium,Cozy café with coffee & snacks,94113600014
334,The Commons Badulla,Badulla,English,"Couple,Family",Medium,Specialty coffee & cakes,https://thecommonsbadulla.com
335,Library Café Badulla,Badulla,English,"Solo,Couple",Medium,Quiet café with light meals & coffee,94113600015
336,Java Lounge Badulla,Badulla,English,Family,Medium,Family-friendly coffee shop & pastries,94113600016
337,Moneragala Spice Corner,Moneragala,Sri Lankan,"Solo,Couple,Family",Medium,Traditional Sri Lankan meals with local flavors,94113700001
338,Uva Curry House Moneragala,Moneragala,Sri Lankan,"Couple,Family",Medium,Cozy café serving authentic Sri Lankan dishes,https://uvacurry-moneragala.lk
339,Lighthouse Café Moneragala,Moneragala,Sri Lankan,Family,Medium,Experience village-style Sri Lankan cuisine,94113700002
340,Curry & Coconut Moneragala,Moneragala,Sri Lankan,"Solo,Couple",Medium,Popular for rice & curry and hoppers,https://curryandcoconutmoneragala.lk
341,Kaema Sutra Moneragala,Moneragala,Sri Lankan,"Couple,Family",Medium,Contemporary Sri Lankan fine dining,94113700003
342,Spice Garden Moneragala,Moneragala,Sri Lankan,Family,Medium,Traditional Sri Lankan meals in a natural setting,https://spicegardenmoneragala.lk
343,Taj Moneragala,Moneragala,Indian,"Solo,Couple,Family",Medium,North & South Indian cuisine including curries & biryani,94113700004
344,Mumbai Tandoor Moneragala,Moneragala,Indian,Couple,High,Fine Indian dining,https://mumbaitandoormonaragala.lk
345,Royal Curry Moneragala,Moneragala,Indian,Family,Medium,Classic Indian meals & snacks,94113700005
346,Bombay Bistro Moneragala,Moneragala,Indian,"Solo,Couple",Medium,Casual Indian dining experience,94113700006
347,Curry Palace Moneragala,Moneragala,Indian,"Couple,Family",Medium,Popular Indian curries & special dishes,https://currypalacemoneragala.lk
348,Masala Lounge Moneragala,Moneragala,Indian,Solo,Medium,Quick Indian snacks & meals,94113700007
349,Dragon Wok Moneragala,Moneragala,Chinese,"Solo,Couple,Family",Medium,Authentic Chinese food with noodles & dim sum,94113700008
350,Jade Palace Moneragala,Moneragala,Chinese,Couple,High,Fine dining Chinese cuisine,https://jadepalacemoneragala.lk
351,Golden Dragon Moneragala,Moneragala,Chinese,Family,Medium,Chinese family-friendly menu,94113700009
352,Red Lantern Moneragala,Moneragala,Chinese,"Solo,Couple",Medium,Popular Chinese dishes & fried rice,94113700010
353,China Garden Moneragala,Moneragala,Chinese,Couple,High,Modern Chinese fusion dishes,94113700011
354,Chopsticks Moneragala,Moneragala,Chinese,Family,Medium,Affordable family-friendly Chinese food,94113700012
355,Café Aroma Moneragala,Moneragala,English,"Solo,Couple,Family",Medium,"Coffee, pastries & light English meals",https://cafearomamoneragala.com
356,English Tearoom Moneragala,Moneragala,English,Couple,High,Traditional English tea & sandwiches,94113700013
357,Brew & Bites Moneragala,Moneragala,English,Solo,Medium,Cozy café with coffee & snacks,94113700014
358,The Commons Moneragala,Moneragala,English,"Couple,Family",Medium,Specialty coffee & cakes,https://thecommonsmoneragala.com
359,Library Café Moneragala,Moneragala,English,"Solo,Couple",Medium,Quiet café with light meals & coffee,94113700015
360,Java Lounge Moneragala,Moneragala,English,Family,Medium,Family-friendly coffee shop & pastries,94113700016
361,Ratnapura Spice Corner,Ratnapura,Sri Lankan,"Solo,Couple,Family",Medium,Traditional Sri Lankan meals with local flavors,94113800001
362,Sabaragamuwa Curry House,Ratnapura,Sri Lankan,"Couple,Family",Medium,Cozy café serving authentic Sri Lankan dishes,https://sabaragamuwa-curry.lk
363,Lighthouse Café Ratnapura,Ratnapura,Sri Lankan,Family,Medium,Experience village-style Sri Lankan cuisine,94113800002
364,Curry & Coconut Ratnapura,Ratnapura,Sri Lankan,"Solo,Couple",Medium,Popular for rice & curry and hoppers,https://curryandcoconutratnapura.lk
365,Kaema Sutra Ratnapura,Ratnapura,Sri Lankan,"Couple,Family",Medium,Contemporary Sri Lankan fine dining,94113800003
366,Spice Garden Ratnapura,Ratnapura,Sri Lankan,Family,Medium,Traditional Sri Lankan meals in a natural setting,https://spicegardenratnapura.lk
367,Taj Ratnapura,Ratnapura,Indian,"Solo,Couple,Family",Medium,North & South Indian cuisine including curries & biryani,94113800004
368,Mumbai Tandoor Ratnapura,Ratnapura,Indian,Couple,High,Fine Indian dining,https://mumbaitandoorratnapura.lk
369,Royal Curry Ratnapura,Ratnapura,Indian,Family,Medium,Classic Indian meals & snacks,94113800005
370,Bombay Bistro Ratnapura,Ratnapura,Indian,"Solo,Couple",Medium,Casual Indian dining experience,94113800006
371,Curry Palace Ratnapura,Ratnapura,Indian,"Couple,Family",Medium,Popular Indian curries & special dishes,https://currypalaceratnapura.lk
372,Masala Lounge Ratnapura,Ratnapura,Indian,Solo,Medium,Quick Indian snacks & meals,94113800007
373,Dragon Wok Ratnapura,Ratnapura,Chinese,"Solo,Couple,Family",Medium,Authentic Chinese food with noodles & dim sum,94113800008
374,Jade Palace Ratnapura,Ratnapura,Chinese,Couple,High,Fine dining Chinese cuisine,https://jadepalaceratnapura.lk
375,Golden Dragon Ratnapura,Ratnapura,Chinese,Family,Medium,Chinese family-friendly menu,94113800009
376,Red Lantern Ratnapura,Ratnapura,Chinese,"Solo,Couple",Medium,Popular Chinese dishes & fried rice,94113800010
377,China Garden Ratnapura,Ratnapura,Chinese,Couple,High,Modern Chinese fusion dishes,94113800011
378,Chopsticks Ratnapura,Ratnapura,Chinese,Family,Medium,Affordable family-friendly Chinese food,94113800012
379,Café Aroma Ratnapura,Ratnapura,English,"Solo,Couple,Family",Medium,"Coffee, pastries & light English meals",https://cafearomaratnapura.com
380,English Tearoom Ratnapura,Ratnapura,English,Couple,High,Traditional English tea & sandwiches,94113800013
381,Brew & Bites Ratnapura,Ratnapura,English,Solo,Medium,Cozy café with coffee & snacks,94113800014
382,The Commons Ratnapura,Ratnapura,English,"Couple,Family",Medium,Specialty coffee & cakes,https://thecommonsratnapura.com
383,Library Café Ratnapura,Ratnapura,English,"Solo,Couple",Medium,Quiet café with light meals & coffee,94113800015
384,Java Lounge Ratnapura,Ratnapura,English,Family,Medium,Family-friendly coffee shop & pastries,94113800016
385,Kegalle Spice Corner,Kegalle,Sri Lankan,"Solo,Couple,Family",Medium,Traditional Sri Lankan meals with local flavors,94114000001
386,Heritage Curry House,Kegalle,Sri Lankan,"Couple,Family",Medium,Cozy café serving authentic Sri Lankan dishes,https://heritagecurryhousekegalle.lk
387,Village Kitchen,Kegalle,Sri Lankan,Family,Medium,Experience village-style Sri Lankan cuisine,94114000002
388,Curry & Coconut Kegalle,Kegalle,Sri Lankan,"Solo,Couple",Medium,Popular for rice & curry and hoppers,https://curryandcoconutkegalle.lk
389,Kaema Sutra Kegalle,Kegalle,Sri Lankan,"Couple,Family",Medium,Contemporary Sri Lankan fine dining,94114000003
390,Spice Garden Kegalle,Kegalle,Sri Lankan,Family,Medium,Traditional Sri Lankan meals in a natural setting,https://spicegardenkegalle.lk
391,Taj Kegalle,Kegalle,Indian,"Solo,Couple,Family",Medium,North & South Indian cuisine including curries & biryani,94114000004
392,Mumbai Tandoor Kegalle,Kegalle,Indian,Couple,High,Fine Indian dining,https://mumbaitandoorkegalle.lk
393,Royal Curry Kegalle,Kegalle,Indian,Family,Medium,Classic Indian curries & snacks,94114000005
394,Bombay Bistro Kegalle,Kegalle,Indian,"Solo,Couple",Medium,Casual Indian dining experience,94114000006
395,Curry Palace Kegalle,Kegalle,Indian,"Couple,Family",Medium,Popular Indian curries & special dishes,https://currypalacekegalle.lk
396,Masala Lounge Kegalle,Kegalle,Indian,Solo,Medium,Quick Indian snacks & meals,94114000007
397,Dragon Wok Kegalle,Kegalle,Chinese,"Solo,Couple,Family",Medium,Authentic Chinese food with noodles & dim sum,94114000008
398,Jade Palace Kegalle,Kegalle,Chinese,Couple,High,Fine dining Chinese cuisine,https://jadepalacekegalle.lk
399,Golden Dragon Kegalle,Kegalle,Chinese,Family,Medium,Chinese family-friendly menu,94114000009
400,Red Lantern Kegalle,Kegalle,Chinese,"Solo,Couple",Medium,Popular Chinese dishes & fried rice,94114000010
401,China Garden Kegalle,Kegalle,Chinese,Couple,High,Modern Chinese fusion dishes,94114000011
402,Chopsticks Kegalle,Kegalle,Chinese,Family,Medium,Affordable family-friendly Chinese food,94114000012
403,Café Aroma Kegalle,Kegalle,English,"Solo,Couple,Family",Medium,"Coffee, pastries & light English meals",https://cafearomakegalle.com
404,English Tearoom Kegalle,Kegalle,English,Couple,High,Traditional English tea & sandwiches,94114000013
405,Brew & Bites Kegalle,Kegalle,English,Solo,Medium,Cozy café with coffee & snacks,94114000014
406,The Commons Kegalle,Kegalle,English,"Couple,Family",Medium,Specialty coffee & cakes,https://thecommonskegalle.com
407,Library Café Kegalle,Kegalle,English,"Solo,Couple",Medium,Quiet café with light meals & coffee,94114000015
408,Java Lounge Kegalle,Kegalle,English,Family,Medium,Family-friendly coffee shop & pastries,94114000016
409,Trinco Spice Corner,Trincomalee,Sri Lankan,"Solo,Couple,Family",Medium,Traditional Sri Lankan meals with local flavors,94141100001
410,Heritage Curry House,Trincomalee,Sri Lankan,"Couple,Family",Medium,Cozy café serving authentic Sri Lankan dishes,https://heritagecurryhousetrinco.lk
411,Village Kitchen,Trincomalee,Sri Lankan,Family,Medium,Experience village-style Sri Lankan cuisine,94141100002
412,Curry & Coconut Trinco,Trincomalee,Sri Lankan,"Solo,Couple",Medium,Popular for rice & curry and hoppers,https://curryandcoconuttrinco.lk
413,Kaema Sutra Trinco,Trincomalee,Sri Lankan,"Couple,Family",Medium,Contemporary Sri Lankan fine dining,94141100003
414,Spice Garden Trinco,Trincomalee,Sri Lankan,Family,Medium,Traditional Sri Lankan meals in a natural setting,https://spicegardentrinco.lk
415,Taj Trincomalee,Trincomalee,Indian,"Solo,Couple,Family",Medium,North & South Indian cuisine including curries & biryani,94141100004
416,Mumbai Tandoor Trinco,Trincomalee,Indian,Couple,High,Fine Indian dining,https://mumbaitandoortrinco.lk
417,Royal Curry Trinco,Trincomalee,Indian,Family,Medium,Classic Indian curries & snacks,94141100005
418,Bombay Bistro Trinco,Trincomalee,Indian,"Solo,Couple",Medium,Casual Indian dining experience,94141100006
419,Curry Palace Trinco,Trincomalee,Indian,"Couple,Family",Medium,Popular Indian curries & special dishes,https://currypalacetrinco.lk
420,Masala Lounge Trinco,Trincomalee,Indian,Solo,Medium,Quick Indian snacks & meals,94141100007
421,Dragon Wok Trinco,Trincomalee,Chinese,"Solo,Couple,Family",Medium,Authentic Chinese food with noodles & dim sum,94141100008
422,Jade Palace Trinco,Trincomalee,Chinese,Couple,High,Fine dining Chinese cuisine,https://jadepalacetrinco.lk
423,Golden Dragon Trinco,Trincomalee,Chinese,Family,Medium,Chinese family-friendly menu,94141100009
424,Red Lantern Trinco,Trincomalee,Chinese,"Solo,Couple",Medium,Popular Chinese dishes & fried rice,94141100010
425,China Garden Trinco,Trincomalee,Chinese,Couple,High,Modern Chinese fusion dishes,94141100011
426,Chopsticks Trinco,Trincomalee,Chinese,Family,Medium,Affordable family-friendly Chinese food,94141100012
427,Café Aroma Trinco,Trincomalee,English,"Solo,Couple,Family",Medium,"Coffee, pastries & light English meals",https://cafearomatrinco.com
428,English Tearoom Trinco,Trincomalee,English,Couple,High,Traditional English tea & sandwiches,94141100013
429,Brew & Bites Trinco,Trincomalee,English,Solo,Medium,Cozy café with coffee & snacks,94141100014
430,The Commons Trinco,Trincomalee,English,"Couple,Family",Medium,Specialty coffee & cakes,https://thecommonstrinco.com
431,Library Café Trinco,Trincomalee,English,"Solo,Couple",Medium,Quiet café with light meals & coffee,94141100015
432,Java Lounge Trinco,Trincomalee,English,Family,Medium,Family-friendly coffee shop & pastries,94141100016
433,Batticaloa Spice Corner,Batticaloa,Sri Lankan,"Solo,Couple,Family",Medium,Traditional Sri Lankan meals with local flavors,94415200001
434,Heritage Curry House,Batticaloa,Sri Lankan,"Couple,Family",Medium,Cozy café serving authentic Sri Lankan dishes,https://heritagecurryhousebatticaloa.lk
435,Village Kitchen,Batticaloa,Sri Lankan,Family,Medium,Experience village-style Sri Lankan cuisine,94415200002
436,Curry & Coconut Batticaloa,Batticaloa,Sri Lankan,"Solo,Couple",Medium,Popular for rice & curry and hoppers,https://curryandcoconutbatticaloa.lk
437,Kaema Sutra Batticaloa,Batticaloa,Sri Lankan,"Couple,Family",Medium,Contemporary Sri Lankan fine dining,94415200003
438,Spice Garden Batticaloa,Batticaloa,Sri Lankan,Family,Medium,Traditional Sri Lankan meals in a natural setting,https://spicegardenbatticaloa.lk
439,Taj Batticaloa,Batticaloa,Indian,"Solo,Couple,Family",Medium,North & South Indian cuisine including curries & biryani,94415200004
440,Mumbai Tandoor Batticaloa,Batticaloa,Indian,Couple,High,Fine Indian dining,https://mumbaitandoorbatticaloa.lk
441,Royal Curry Batticaloa,Batticaloa,Indian,Family,Medium,Classic Indian curries & snacks,94415200005
442,Bombay Bistro Batticaloa,Batticaloa,Indian,"Solo,Couple",Medium,Casual Indian dining experience,94415200006
443,Curry Palace Batticaloa,Batticaloa,Indian,"Couple,Family",Medium,Popular Indian curries & special dishes,https://currypalacebatticaloa.lk
444,Masala Lounge Batticaloa,Batticaloa,Indian,Solo,Medium,Quick Indian snacks & meals,94415200007
445,Dragon Wok Batticaloa,Batticaloa,Chinese,"Solo,Couple,Family",Medium,Authentic Chinese food with noodles & dim sum,94415200008
446,Jade Palace Batticaloa,Batticaloa,Chinese,Couple,High,Fine dining Chinese cuisine,https://jadepalacebatticaloa.lk
447,Golden Dragon Batticaloa,Batticaloa,Chinese,Family,Medium,Chinese family-friendly menu,94415200009
448,Red Lantern Batticaloa,Batticaloa,Chinese,"Solo,Couple",Medium,Popular Chinese dishes & fried rice,94415200010
449,China Garden Batticaloa,Batticaloa,Chinese,Couple,High,Modern Chinese fusion dishes,94415200011
450,Chopsticks Batticaloa,Batticaloa,Chinese,Family,Medium,Affordable family-friendly Chinese food,94415200012
451,Café Aroma Batticaloa,Batticaloa,English,"Solo,Couple,Family",Medium,"Coffee, pastries & light English meals",https://cafearomabatticaloa.com
452,English Tearoom Batticaloa,Batticaloa,English,Couple,High,Traditional English tea & sandwiches,94415200013
453,Brew & Bites Batticaloa,Batticaloa,English,Solo,Medium,Cozy café with coffee & snacks,94415200014
454,The Commons Batticaloa,Batticaloa,English,"Couple,Family",Medium,Specialty coffee & cakes,https://thecommonsbatticaloa.com
455,Library Café Batticaloa,Batticaloa,English,"Solo,Couple",Medium,Quiet café with light meals & coffee,94415200015
456,Java Lounge Batticaloa,Batticaloa,English,Family,Medium,Family-friendly coffee shop & pastries,94415200016
457,Ampara Spice Corner,Ampara,Sri Lankan,"Solo,Couple,Family",Medium,Traditional Sri Lankan meals with local flavors,94427200001
458,Heritage Curry House,Ampara,Sri Lankan,"Couple,Family",Medium,Cozy café serving authentic Sri Lankan dishes,https://heritagecurryhouseampara.lk
459,Village Kitchen,Ampara,Sri Lankan,Family,Medium,Experience village-style Sri Lankan cuisine,94427200002
460,Curry & Coconut Ampara,Ampara,Sri Lankan,"Solo,Couple",Medium,Popular for rice & curry and hoppers,https://curryandcoconutampara.lk
461,Kaema Sutra Ampara,Ampara,Sri Lankan,"Couple,Family",Medium,Contemporary Sri Lankan fine dining,94427200003
462,Spice Garden Ampara,Ampara,Sri Lankan,Family,Medium,Traditional Sri Lankan meals in a natural setting,https://spicegardenampara.lk
463,Taj Ampara,Ampara,Indian,"Solo,Couple,Family",Medium,North & South Indian cuisine including curries & biryani,94427200004
464,Mumbai Tandoor Ampara,Ampara,Indian,Couple,High,Fine Indian dining,https://mumbaitandoorampara.lk
465,Royal Curry Ampara,Ampara,Indian,Family,Medium,Classic Indian curries & snacks,94427200005
466,Bombay Bistro Ampara,Ampara,Indian,"Solo,Couple",Medium,Casual Indian dining experience,94427200006
467,Curry Palace Ampara,Ampara,Indian,"Couple,Family",Medium,Popular Indian curries & special dishes,https://currypalaceampara.lk
468,Masala Lounge Ampara,Ampara,Indian,Solo,Medium,Quick Indian snacks & meals,94427200007
469,Dragon Wok Ampara,Ampara,Chinese,"Solo,Couple,Family",Medium,Authentic Chinese food with noodles & dim sum,94427200008
470,Jade Palace Ampara,Ampara,Chinese,Couple,High,Fine dining Chinese cuisine,https://jadepalaceampara.lk
471,Golden Dragon Ampara,Ampara,Chinese,Family,Medium,Chinese family-friendly menu,94427200009
472,Red Lantern Ampara,Ampara,Chinese,"Solo,Couple",Medium,Popular Chinese dishes & fried rice,94427200010
473,China Garden Ampara,Ampara,Chinese,Couple,High,Modern Chinese fusion dishes,94427200011
474,Chopsticks Ampara,Ampara,Chinese,Family,Medium,Affordable family-friendly Chinese food,94427200012
475,Café Aroma Ampara,Ampara,English,"Solo,Couple,Family",Medium,"Coffee, pastries & light English meals",https://cafearomaampara.com
476,English Tearoom Ampara,Ampara,English,Couple,High,Traditional English tea & sandwiches,94427200013
477,Brew & Bites Ampara,Ampara,English,Solo,Medium,Cozy café with coffee & snacks,94427200014
